Transaction ID,Customer Name,Merchant Name,Transaction Date,Transaction Amount (INR),Fraud Risk,Fraud Type,State,Card Type,Bank,IsFraud,Fraud Score,Transaction Category,Merchant Location
93307574,Riaan Uppal,Big Bazaar,2024-08-30,14755,Medium,Account Takeover,West Bengal,Mastercard,ICICI Bank,1,18,Food Delivery,Lucknow
76777000,Saksham Swaminathan,Zomato,2023-12-18,1711,Low,Account Takeover,Kerala,Amex,Kotak Bank,0,25,Transportation,Jaipur
48826652,Riaan Kumer,Amazon India,2024-11-12,7291,Low,Card Not Present,Karnataka,Visa,HDFC Bank,0,84,Groceries,Lucknow
53119289,Faiyaz Andra,Uber,2024-08-07,21076,Medium,Phishing,Maharashtra,Mastercard,Bank of Baroda,1,86,Groceries,Kochi
11754175,Rasha Buch,Big Bazaar,2024-03-31,3605,Low,Card Skimming,Uttar Pradesh,Rupay,Andhra Bank,0,74,E-commerce,Bangalore
56313270,Zaina Kant,Swiggy,2024-02-20,9461,High,Card Skimming,Maharashtra,Mastercard,HDFC Bank,0,78,Electronics,Kochi
77697734,Faiyaz Hans,Uber,2024-10-29,4329,High,Account Takeover,Kerala,Rupay,Yes Bank,0,42,E-commerce,Kolkata
20959297,Hansh Vohra,Uber,2024-10-29,18054,Medium,Card Not Present,West Bengal,Visa,HDFC Bank,1,81,Electronics,Jaipur
15774284,Samiha Balan,Big Bazaar,2024-02-07,4005,Medium,Phishing,Rajasthan,Amex,Andhra Bank,0,85,Groceries,Ahmedabad
49808870,Prerak Borra,Myntra,2024-01-01,11792,Medium,Phishing,Kerala,Visa,SBI,0,31,Groceries,Kochi
30436209,Yuvraj  Kant,Tata Cliq,2024-03-17,13557,Low,Account Takeover,Tamil Nadu,Mastercard,Federal Bank,0,82,Transportation,Lucknow
50300676,Reyansh Batra,Big Bazaar,2024-05-29,6566,Low,Account Takeover,Telangana,Amex,Yes Bank,1,93,E-commerce,Kolkata
62323465,Piya Lad,Swiggy,2024-08-07,18405,Low,Identity Theft,Telangana,Mastercard,Yes Bank,0,60,Electronics,Hyderabad
21344753,Parinaaz Deol,Reliance Digital,2023-12-23,12460,Low,Phishing,West Bengal,Mastercard,ICICI Bank,1,60,Food Delivery,Delhi
49929650,Aarna Bumb,Amazon India,2024-03-01,5611,High,Identity Theft,Karnataka,Amex,SBI,0,92,Food Delivery,Ahmedabad
45229302,Amira Bhat,Flipkart,2024-10-22,17881,High,Card Not Present,West Bengal,Rupay,Axis Bank,0,46,Apparel,Delhi
85944795,Alia Baral,Uber,2024-03-14,11238,Low,Card Skimming,Rajasthan,Visa,ICICI Bank,0,32,Electronics,Bangalore
71917708,Armaan Amble,Reliance Digital,2024-01-30,12007,High,Card Not Present,Uttar Pradesh,Rupay,Bank of Baroda,1,87,Groceries,Mumbai
13304438,Nehmat Lad,Tata Cliq,2024-07-21,9883,High,Card Skimming,Tamil Nadu,Visa,Axis Bank,0,43,E-commerce,Bangalore
30285704,Alia Dey,Amazon India,2024-03-12,8474,Low,Identity Theft,Delhi,Amex,SBI,0,10,Food Delivery,Kolkata
42380998,Himmat Cherian,Zomato,2024-11-04,11058,Low,Card Not Present,Delhi,Amex,ICICI Bank,0,13,Groceries,Chennai
85856573,Chirag Chander,Big Bazaar,2024-11-03,8224,Low,Identity Theft,Karnataka,Visa,Federal Bank,0,48,Transportation,Kolkata
89021354,Divit Saini,Uber,2024-08-19,1593,Critical,Phishing,Delhi,Mastercard,ICICI Bank,1,30,Electronics,Ahmedabad
19920333,Vedika Korpal,Reliance Digital,2024-09-17,7153,Critical,Identity Theft,Karnataka,Mastercard,Axis Bank,0,31,Food Delivery,Mumbai
92306692,Vidur Balan,Myntra,2024-06-11,7002,Medium,Card Skimming,Maharashtra,Rupay,Yes Bank,0,14,E-commerce,Bangalore
16695479,Mamooty Ranganathan,Big Bazaar,2024-10-22,14361,Low,Card Not Present,Karnataka,Visa,Federal Bank,0,22,E-commerce,Kolkata
60735981,Manjari Agate,Tata Cliq,2024-07-11,21337,Medium,Phishing,Kerala,Mastercard,ICICI Bank,0,48,Transportation,Hyderabad
41889517,Akarsh Gaba,Tata Cliq,2024-09-07,2074,Critical,Account Takeover,Maharashtra,Visa,Kotak Bank,0,77,E-commerce,Kochi
93878137,Seher Shah,Flipkart,2024-09-17,9854,Low,Card Not Present,Telangana,Rupay,Axis Bank,0,27,Electronics,Kolkata
23633392,Miraya Dash,Swiggy,2024-05-17,19087,Low,Card Not Present,Maharashtra,Amex,HDFC Bank,1,88,E-commerce,Kochi
93858354,Lagan Sabharwal,Reliance Digital,2024-02-20,21326,Medium,Card Not Present,Telangana,Mastercard,HDFC Bank,1,19,Food Delivery,Delhi
50133315,Darshit Ratti,Tata Cliq,2024-03-06,24449,Low,Account Takeover,Rajasthan,Visa,Federal Bank,0,47,Transportation,Jaipur
99881019,Baiju Sengupta,Swiggy,2024-01-26,8163,Low,Card Not Present,Tamil Nadu,Mastercard,SBI,0,91,Groceries,Chennai
42583702,Saksham Soni,Flipkart,2024-05-07,5001,Low,Phishing,Maharashtra,Rupay,Axis Bank,0,39,E-commerce,Jaipur
80744133,Dharmajan Apte,Swiggy,2024-12-04,22963,Low,Card Skimming,Rajasthan,Mastercard,Axis Bank,0,89,E-commerce,Ahmedabad
25683765,Akarsh Walia,Uber,2024-12-14,6874,High,Account Takeover,Gujarat,Rupay,ICICI Bank,0,12,Apparel,Kolkata
24972916,Seher Batta,Tata Cliq,2024-08-29,15571,Low,Identity Theft,Tamil Nadu,Amex,SBI,0,77,E-commerce,Lucknow
37530528,Hridaan Contractor,Flipkart,2024-11-23,6473,Critical,Account Takeover,Rajasthan,Visa,Bank of Baroda,0,61,Apparel,Bangalore
90527786,Saira Bose,Amazon India,2024-03-23,5840,Low,Phishing,Rajasthan,Mastercard,Axis Bank,0,74,Food Delivery,Ahmedabad
28967339,Tanya Sarna,Big Bazaar,2024-11-22,3202,High,Account Takeover,Delhi,Amex,Kotak Bank,1,69,Groceries,Bangalore
18105851,Nakul Rana,Swiggy,2024-05-27,12974,Low,Phishing,Tamil Nadu,Rupay,SBI,0,87,Transportation,Bangalore
43702153,Hazel Dey,Big Bazaar,2024-01-18,22838,Low,Card Not Present,West Bengal,Amex,Kotak Bank,0,57,Food Delivery,Kolkata
75904529,Advik Balay,Tata Cliq,2024-02-14,4626,Low,Card Not Present,Delhi,Mastercard,Yes Bank,0,17,Apparel,Ahmedabad
69016171,Ojas Srinivasan,Myntra,2024-11-22,24909,Low,Phishing,West Bengal,Amex,Kotak Bank,0,18,Transportation,Kochi
96058186,Drishya Lata,Zomato,2024-01-19,6890,High,Identity Theft,Kerala,Rupay,Yes Bank,1,32,E-commerce,Kolkata
13034228,Ojas Arora,Uber,2024-02-03,19871,Low,Card Not Present,West Bengal,Visa,HDFC Bank,1,44,Food Delivery,Chennai
55328276,Hunar Krishna,Lifestyle,2024-01-27,20391,Critical,Card Skimming,Tamil Nadu,Amex,SBI,0,95,Electronics,Lucknow
88656447,Kismat Aurora,Reliance Digital,2024-09-24,20815,Medium,Account Takeover,Gujarat,Amex,SBI,0,49,Food Delivery,Hyderabad
99785209,Vritika Sharma,Lifestyle,2024-11-08,4759,Critical,Card Not Present,Maharashtra,Mastercard,Federal Bank,0,32,Apparel,Delhi
38065614,Mohanlal Chaudhuri,Reliance Digital,2024-04-24,4024,Medium,Account Takeover,Gujarat,Amex,Federal Bank,0,17,E-commerce,Delhi
62517762,Mamooty Kant,Amazon India,2024-04-04,12321,Medium,Card Skimming,Kerala,Mastercard,SBI,0,80,E-commerce,Bangalore
34035436,Sahil Deshmukh,Reliance Digital,2024-05-09,4619,High,Identity Theft,Telangana,Mastercard,ICICI Bank,0,55,Groceries,Mumbai
97416206,Elakshi Dugar,Flipkart,2024-02-11,7060,Medium,Identity Theft,Uttar Pradesh,Amex,ICICI Bank,0,29,E-commerce,Jaipur
18982234,Suhana Barman,Big Bazaar,2024-10-03,11009,Low,Card Skimming,Telangana,Mastercard,Kotak Bank,0,43,Electronics,Chennai
75876902,Alia Kari,Uber,2024-04-14,13717,Medium,Card Not Present,Telangana,Visa,Axis Bank,1,32,Electronics,Hyderabad
84378270,Tanya Chatterjee,Myntra,2024-08-22,9479,Low,Identity Theft,Maharashtra,Mastercard,HDFC Bank,1,22,Food Delivery,Lucknow
11103414,Anya Cheema,Uber,2024-12-12,867,Low,Phishing,Rajasthan,Amex,Axis Bank,0,17,Groceries,Lucknow
20917683,Dhruv Guha,Reliance Digital,2023-12-28,21511,Low,Identity Theft,Rajasthan,Amex,ICICI Bank,0,90,E-commerce,Kolkata
22770356,Tarini Chhabra,Big Bazaar,2024-10-31,16910,Medium,Card Not Present,Rajasthan,Mastercard,Federal Bank,1,43,Apparel,Mumbai
82767917,Miraya Goda,Zomato,2024-05-20,10045,Medium,Card Skimming,Rajasthan,Mastercard,HDFC Bank,0,17,Electronics,Ahmedabad
47451037,Hrishita Chakraborty,Swiggy,2024-10-27,20937,Medium,Phishing,Karnataka,Rupay,Andhra Bank,0,39,Groceries,Lucknow
26950485,Elakshi Swamy,Big Bazaar,2024-03-26,23615,High,Identity Theft,Karnataka,Visa,Federal Bank,0,70,Apparel,Kolkata
22585061,Sara Master,Lifestyle,2024-12-14,20134,Medium,Card Not Present,Rajasthan,Visa,Andhra Bank,0,49,Transportation,Delhi
74089321,Sana Bains,Reliance Digital,2024-08-24,8391,Low,Phishing,Karnataka,Visa,Federal Bank,0,12,E-commerce,Mumbai
26400306,Ishaan Dugar,Reliance Digital,2024-11-19,24466,Low,Card Not Present,West Bengal,Rupay,Andhra Bank,1,60,Electronics,Chennai
70441809,Samar Seth,Tata Cliq,2024-09-01,4478,High,Card Skimming,Maharashtra,Amex,Yes Bank,0,27,Food Delivery,Hyderabad
90474062,Divij Rao,Swiggy,2024-07-12,11512,Medium,Identity Theft,Maharashtra,Rupay,Federal Bank,1,72,Groceries,Hyderabad
10036453,Saksham Ghose,Reliance Digital,2024-02-10,13620,Medium,Identity Theft,Gujarat,Visa,Bank of Baroda,0,76,Groceries,Kochi
90028796,Trisha Khanna,Lifestyle,2024-06-02,18763,Medium,Card Not Present,Telangana,Amex,ICICI Bank,0,27,Electronics,Chennai
84110896,Eva Sharma,Amazon India,2024-10-28,18831,Critical,Account Takeover,Uttar Pradesh,Visa,Axis Bank,0,30,Transportation,Delhi
77878340,Saanvi Rajan,Lifestyle,2024-09-25,20431,Medium,Phishing,Uttar Pradesh,Visa,ICICI Bank,1,20,Electronics,Kochi
17767871,Farhan Chowdhury,Lifestyle,2024-06-15,7286,Medium,Card Not Present,West Bengal,Visa,Yes Bank,0,90,E-commerce,Mumbai
55084639,Armaan Chada,Uber,2023-12-19,18201,Low,Account Takeover,Gujarat,Amex,Federal Bank,0,55,Food Delivery,Bangalore
43909427,Yasmin Chaudhary,Lifestyle,2024-07-08,12237,High,Card Not Present,West Bengal,Amex,ICICI Bank,0,81,Apparel,Bangalore
11903948,Divit Gola,Myntra,2024-11-02,13678,High,Account Takeover,Rajasthan,Mastercard,Kotak Bank,0,64,E-commerce,Jaipur
59019965,Ivan Kant,Uber,2023-12-23,16720,High,Account Takeover,Kerala,Amex,Federal Bank,0,69,Apparel,Hyderabad
41835616,Vanya Bhasin,Swiggy,2024-11-18,17014,Low,Card Not Present,Telangana,Amex,HDFC Bank,0,69,Transportation,Lucknow
27433729,Kiaan Jayaraman,Myntra,2024-01-24,24000,Low,Account Takeover,Rajasthan,Amex,Federal Bank,0,92,Food Delivery,Jaipur
87906190,Hridaan Gala,Zomato,2024-04-05,15370,Medium,Card Not Present,Uttar Pradesh,Visa,Andhra Bank,1,90,Apparel,Bangalore
60239461,Inaaya  Vohra,Flipkart,2024-03-23,12022,High,Account Takeover,West Bengal,Amex,Yes Bank,1,35,E-commerce,Jaipur
93873983,Adira Jha,Big Bazaar,2024-06-29,24832,Critical,Card Not Present,Karnataka,Visa,ICICI Bank,0,69,Electronics,Kolkata
37506434,Nakul Deep,Big Bazaar,2024-10-19,14758,High,Identity Theft,Maharashtra,Amex,SBI,0,39,Transportation,Hyderabad
36595607,Yuvaan Bava,Zomato,2024-04-18,21612,High,Card Skimming,Uttar Pradesh,Rupay,HDFC Bank,0,15,Food Delivery,Bangalore
94337967,Rati Dhillon,Uber,2024-04-15,179,Low,Card Not Present,Delhi,Visa,Andhra Bank,1,78,Groceries,Bangalore
77985819,Aaryahi Lalla,Tata Cliq,2024-07-28,16968,Low,Card Not Present,Uttar Pradesh,Amex,Yes Bank,0,89,Groceries,Mumbai
16720205,Jhanvi Goswami,Tata Cliq,2024-10-13,1086,Low,Card Not Present,Karnataka,Rupay,Kotak Bank,0,34,Electronics,Kolkata
10278817,Ivan Chada,Amazon India,2024-03-18,14950,Low,Phishing,Rajasthan,Rupay,Axis Bank,1,37,Groceries,Jaipur
21513009,Adah Sehgal,Myntra,2024-12-14,23277,Critical,Phishing,Kerala,Rupay,ICICI Bank,0,16,E-commerce,Kochi
46620083,Kaira Karnik,Swiggy,2024-02-23,14304,Medium,Account Takeover,Kerala,Visa,Federal Bank,1,52,Food Delivery,Mumbai
64197841,Kaira Ben,Myntra,2024-04-13,14451,High,Card Skimming,Maharashtra,Rupay,SBI,0,48,Transportation,Ahmedabad
65593686,Alia Bansal,Big Bazaar,2024-10-04,16570,Low,Identity Theft,Telangana,Amex,Bank of Baroda,0,60,Groceries,Bangalore
32746603,Ayesha Mann,Reliance Digital,2024-06-13,18665,Low,Identity Theft,Kerala,Visa,Andhra Bank,0,58,E-commerce,Kochi
40476578,Uthkarsh Sridhar,Lifestyle,2024-07-10,14889,High,Account Takeover,Uttar Pradesh,Rupay,Bank of Baroda,0,74,Transportation,Hyderabad
40246722,Mamooty Kale,Uber,2024-01-17,7965,Critical,Account Takeover,Maharashtra,Rupay,Bank of Baroda,0,10,E-commerce,Chennai
86063662,Kabir Ratta,Flipkart,2024-10-23,10556,High,Card Skimming,Kerala,Amex,Andhra Bank,0,93,Electronics,Kolkata
51663167,Ira Chaudhry,Lifestyle,2024-01-10,4400,High,Identity Theft,Karnataka,Rupay,SBI,0,22,Electronics,Jaipur
10941967,Rohan Bahl,Reliance Digital,2024-12-08,24030,High,Identity Theft,Rajasthan,Rupay,ICICI Bank,0,72,Groceries,Jaipur
21703651,Arnav Kala,Tata Cliq,2024-12-08,8118,High,Identity Theft,Maharashtra,Mastercard,Federal Bank,1,62,Groceries,Delhi
57373126,Vihaan Issac,Uber,2024-11-29,17438,Medium,Account Takeover,Karnataka,Visa,Andhra Bank,1,29,E-commerce,Lucknow
85049341,Ojas Dey,Reliance Digital,2023-12-26,3375,Medium,Card Not Present,Karnataka,Amex,Federal Bank,1,14,Apparel,Bangalore
83959989,Lakshit Chadha,Tata Cliq,2024-02-11,6942,High,Phishing,Maharashtra,Amex,Kotak Bank,0,31,Transportation,Delhi
26137438,Seher Bhasin,Myntra,2024-06-20,5819,Medium,Card Not Present,Delhi,Visa,Federal Bank,0,76,Groceries,Delhi
92663281,Arnav Kibe,Swiggy,2024-07-24,22864,Medium,Card Skimming,Kerala,Mastercard,ICICI Bank,1,91,E-commerce,Lucknow
69633951,Aayush Grover,Big Bazaar,2024-05-16,14577,Low,Card Not Present,Tamil Nadu,Mastercard,SBI,0,14,Electronics,Delhi
41035476,Indrans Kannan,Flipkart,2024-10-27,21092,Low,Card Skimming,Maharashtra,Visa,Kotak Bank,1,40,Transportation,Jaipur
68711991,Nayantara Brahmbhatt,Amazon India,2024-03-07,17800,High,Account Takeover,Karnataka,Amex,Federal Bank,0,70,Food Delivery,Jaipur
16606687,Siya Comar,Amazon India,2024-12-02,507,Low,Account Takeover,Uttar Pradesh,Mastercard,Andhra Bank,0,46,Groceries,Delhi
85633127,Ishita Vasa,Myntra,2024-06-21,6300,Low,Phishing,Delhi,Visa,Andhra Bank,1,13,Electronics,Mumbai
58136746,Jivika Iyengar,Swiggy,2024-02-02,13639,Medium,Card Not Present,Uttar Pradesh,Amex,Kotak Bank,0,11,Apparel,Mumbai
40997247,Arnav Jani,Uber,2024-03-05,10350,Low,Identity Theft,Telangana,Mastercard,ICICI Bank,0,53,Electronics,Hyderabad
17996489,Shalv Swaminathan,Big Bazaar,2024-10-28,7945,Critical,Card Not Present,Uttar Pradesh,Amex,Axis Bank,0,95,Groceries,Chennai
82903255,Jayant Kari,Big Bazaar,2024-06-14,12484,Low,Phishing,Gujarat,Rupay,ICICI Bank,0,77,Transportation,Jaipur
65231136,Miraya Handa,Uber,2024-03-08,16544,Low,Card Not Present,Kerala,Mastercard,SBI,0,87,Groceries,Chennai
91022854,Anvi Golla,Myntra,2024-04-27,8226,Medium,Card Skimming,Rajasthan,Rupay,Kotak Bank,1,12,E-commerce,Mumbai
38927003,Alisha Wable,Flipkart,2024-05-17,18809,Medium,Card Skimming,Karnataka,Mastercard,Andhra Bank,1,11,Transportation,Jaipur
79105985,Drishya Balasubramanian,Big Bazaar,2024-06-12,4498,Low,Card Not Present,Rajasthan,Amex,HDFC Bank,1,94,Apparel,Ahmedabad
73941325,Divij Saha,Swiggy,2024-02-09,11530,Medium,Identity Theft,Telangana,Rupay,Kotak Bank,0,72,Food Delivery,Kochi
66081288,Saira Wagle,Uber,2024-03-15,22394,Low,Identity Theft,Maharashtra,Amex,Andhra Bank,0,25,E-commerce,Mumbai
64376157,Ryan Krishnan,Tata Cliq,2024-02-18,6693,Medium,Card Skimming,Uttar Pradesh,Amex,Kotak Bank,0,60,Electronics,Bangalore
97464125,Zain Sabharwal,Uber,2024-05-06,11922,Low,Phishing,Delhi,Rupay,Kotak Bank,0,39,Electronics,Kolkata
11999667,Navya Gaba,Reliance Digital,2024-11-10,20228,Low,Account Takeover,Rajasthan,Mastercard,ICICI Bank,0,49,Food Delivery,Kolkata
95803807,Darshit Bhavsar,Big Bazaar,2024-05-09,875,High,Card Not Present,Uttar Pradesh,Visa,Yes Bank,0,88,Electronics,Bangalore
39487873,Kartik De,Zomato,2024-04-12,8133,High,Account Takeover,Delhi,Visa,Axis Bank,1,61,E-commerce,Mumbai
93075828,Vihaan Bhardwaj,Amazon India,2024-09-29,11747,Low,Account Takeover,Telangana,Amex,Bank of Baroda,0,60,Groceries,Chennai
78044303,Vanya Sachdev,Flipkart,2024-09-20,13292,High,Card Skimming,Delhi,Visa,Federal Bank,0,76,Food Delivery,Kolkata
98552438,Sahil Bhavsar,Myntra,2023-12-31,6256,Medium,Phishing,Kerala,Rupay,Bank of Baroda,0,13,Electronics,Chennai
49527071,Hazel Kamdar,Swiggy,2024-02-18,6715,Critical,Account Takeover,Kerala,Rupay,SBI,0,41,Transportation,Lucknow
61336800,Keya Dixit,Reliance Digital,2024-05-05,17543,High,Account Takeover,Gujarat,Amex,Federal Bank,0,23,Electronics,Ahmedabad
22948163,Rohan Sharaf,Lifestyle,2024-03-17,6161,Low,Account Takeover,Delhi,Mastercard,Andhra Bank,0,29,Apparel,Mumbai
80049301,Anahita Kaul,Zomato,2024-10-11,16279,Medium,Card Skimming,Telangana,Amex,Axis Bank,0,27,E-commerce,Hyderabad
93311283,Indrajit Aggarwal,Big Bazaar,2024-09-04,18353,Medium,Phishing,Kerala,Amex,Kotak Bank,0,20,Groceries,Ahmedabad
51864778,Pranay Dubey,Reliance Digital,2024-12-08,22102,Critical,Identity Theft,Delhi,Amex,SBI,0,51,Groceries,Mumbai
43455099,Taran Chandran,Tata Cliq,2024-04-07,18097,Low,Card Not Present,Karnataka,Visa,Yes Bank,0,48,Electronics,Jaipur
26759480,Drishya Das,Lifestyle,2024-02-08,14225,Medium,Identity Theft,Maharashtra,Amex,Yes Bank,0,84,Food Delivery,Delhi
25081879,Misha Tripathi,Reliance Digital,2024-02-13,1214,High,Phishing,Uttar Pradesh,Amex,ICICI Bank,1,94,Transportation,Mumbai
29294462,Veer Srinivasan,Uber,2024-09-27,8546,High,Phishing,Tamil Nadu,Rupay,HDFC Bank,1,43,Transportation,Chennai
37503780,Tejas Thakur,Myntra,2024-03-18,22433,Critical,Account Takeover,Maharashtra,Amex,SBI,0,55,Groceries,Jaipur
52779240,Ivana Kakar,Amazon India,2024-11-09,21955,Medium,Account Takeover,West Bengal,Visa,Yes Bank,0,89,E-commerce,Jaipur
96305526,Dishani Savant,Amazon India,2024-12-15,3693,Medium,Phishing,Uttar Pradesh,Visa,Axis Bank,1,31,Electronics,Chennai
96303693,Anahi Bandi,Zomato,2024-05-31,13131,Critical,Phishing,Rajasthan,Mastercard,SBI,1,40,Food Delivery,Mumbai
85408160,Shayak Srinivasan,Zomato,2024-01-22,4731,Medium,Account Takeover,Karnataka,Mastercard,Bank of Baroda,0,92,E-commerce,Jaipur
66190872,Aaina Walla,Zomato,2024-07-10,16724,Critical,Identity Theft,Delhi,Mastercard,Bank of Baroda,0,12,Food Delivery,Delhi
70531547,Renee Mall,Swiggy,2024-04-04,9063,High,Phishing,West Bengal,Rupay,Kotak Bank,1,73,E-commerce,Kochi
73852350,Rhea Divan,Amazon India,2024-10-26,2564,High,Card Skimming,Gujarat,Amex,Bank of Baroda,1,61,Electronics,Hyderabad
49379435,Madhav Yogi,Swiggy,2024-09-27,13275,Medium,Phishing,West Bengal,Amex,Bank of Baroda,0,15,Apparel,Mumbai
37805255,Lakshit Dhawan,Tata Cliq,2024-01-31,7041,Medium,Identity Theft,Delhi,Amex,Yes Bank,0,44,E-commerce,Mumbai
71338553,Vidur Balasubramanian,Zomato,2024-08-18,1274,Medium,Card Skimming,Maharashtra,Visa,Andhra Bank,1,53,Food Delivery,Chennai
41797189,Taimur Chahal,Myntra,2024-03-25,9248,Low,Account Takeover,West Bengal,Visa,Axis Bank,0,95,E-commerce,Lucknow
46109432,Kavya Sarkar,Uber,2024-01-31,14248,Medium,Card Skimming,Tamil Nadu,Rupay,Federal Bank,0,23,Electronics,Ahmedabad
60931822,Hrishita Sood,Big Bazaar,2024-05-28,22850,Low,Card Skimming,Karnataka,Visa,Kotak Bank,1,51,E-commerce,Jaipur
71675303,Keya Kamdar,Reliance Digital,2024-06-24,13363,Medium,Card Not Present,Gujarat,Amex,SBI,0,44,Transportation,Kolkata
48040457,Ivan Zacharia,Tata Cliq,2024-03-13,23783,Medium,Card Skimming,Uttar Pradesh,Amex,Axis Bank,1,52,Groceries,Chennai
96559509,Tejas Chandra,Tata Cliq,2024-07-24,16730,Low,Identity Theft,Tamil Nadu,Amex,Kotak Bank,0,76,Groceries,Hyderabad
62646678,Ahana  Dyal,Myntra,2024-08-15,3855,Critical,Card Not Present,Uttar Pradesh,Visa,HDFC Bank,1,86,Transportation,Lucknow
76540878,Anahi Goda,Myntra,2024-07-07,24162,Low,Card Skimming,Uttar Pradesh,Mastercard,HDFC Bank,0,50,E-commerce,Kolkata
96079306,Oorja Dugar,Lifestyle,2024-05-10,22131,Medium,Identity Theft,Gujarat,Mastercard,Andhra Bank,0,78,Apparel,Kolkata
40983503,Anahi Shetty,Amazon India,2024-09-17,19992,High,Card Not Present,Delhi,Amex,HDFC Bank,0,35,Food Delivery,Kolkata
87061467,Madhav Behl,Flipkart,2024-05-21,13657,Low,Card Not Present,Gujarat,Mastercard,Kotak Bank,1,78,Apparel,Mumbai
64039519,Advika Sathe,Zomato,2024-12-15,15362,Low,Account Takeover,Maharashtra,Visa,Federal Bank,0,27,Groceries,Ahmedabad
42558204,Nakul Rao,Flipkart,2024-08-22,24102,Low,Identity Theft,Telangana,Rupay,HDFC Bank,0,71,E-commerce,Kolkata
32374141,Miraan Chhabra,Reliance Digital,2024-09-25,2742,Low,Identity Theft,Karnataka,Amex,Andhra Bank,1,21,Food Delivery,Ahmedabad
26314863,Eshani Handa,Tata Cliq,2024-10-11,2096,High,Phishing,West Bengal,Rupay,Andhra Bank,1,56,Groceries,Ahmedabad
78822238,Oorja Sahota,Uber,2024-03-04,15624,Critical,Account Takeover,Telangana,Rupay,Axis Bank,0,84,Apparel,Chennai
69790649,Divij Dhar,Lifestyle,2024-06-19,16638,Low,Account Takeover,Rajasthan,Visa,Kotak Bank,0,69,Food Delivery,Jaipur
88888500,Faiyaz Bhat,Amazon India,2024-05-01,13761,Medium,Account Takeover,Tamil Nadu,Amex,Federal Bank,0,90,Apparel,Ahmedabad
69935435,Akarsh Sane,Uber,2024-01-22,24993,Low,Card Skimming,Tamil Nadu,Rupay,Bank of Baroda,0,65,E-commerce,Hyderabad
97724869,Azad Gour,Tata Cliq,2024-01-17,17599,Low,Identity Theft,Karnataka,Mastercard,Yes Bank,1,36,Transportation,Mumbai
73492027,Samiha Chand,Swiggy,2024-05-11,14301,Low,Account Takeover,Uttar Pradesh,Visa,ICICI Bank,1,51,Apparel,Kochi
20736730,Aniruddh Chauhan,Big Bazaar,2024-01-21,3728,Low,Phishing,Gujarat,Rupay,Federal Bank,0,46,Groceries,Kochi
47105121,Jhanvi Thaker,Lifestyle,2024-07-26,19255,Medium,Identity Theft,Gujarat,Visa,Federal Bank,1,86,Apparel,Hyderabad
96725697,Rhea Desai,Big Bazaar,2024-12-07,7013,Low,Card Skimming,Telangana,Mastercard,ICICI Bank,0,55,Electronics,Hyderabad
59503648,Veer Mann,Tata Cliq,2024-08-15,3188,Low,Card Not Present,Rajasthan,Visa,Kotak Bank,0,82,E-commerce,Chennai
56595253,Misha Brahmbhatt,Swiggy,2024-11-19,7177,Medium,Account Takeover,Gujarat,Visa,Yes Bank,0,70,Transportation,Hyderabad
38403665,Ishaan Sood,Big Bazaar,2024-03-25,9812,High,Account Takeover,Delhi,Visa,Federal Bank,0,23,Food Delivery,Mumbai
24957911,Gatik Krishna,Uber,2024-06-18,10515,Low,Card Not Present,Telangana,Rupay,Andhra Bank,0,51,Transportation,Mumbai
26453296,Tushar Dewan,Flipkart,2024-10-12,15195,Low,Account Takeover,Maharashtra,Amex,Bank of Baroda,0,63,E-commerce,Chennai
57959505,Shlok Dewan,Big Bazaar,2024-02-08,7669,Low,Card Not Present,Uttar Pradesh,Mastercard,HDFC Bank,0,56,Apparel,Ahmedabad
25638826,Parinaaz Sama,Uber,2024-08-29,15548,Medium,Account Takeover,Karnataka,Visa,Andhra Bank,1,60,Transportation,Ahmedabad
87559065,Nehmat Krish,Tata Cliq,2024-02-21,7397,High,Card Skimming,Gujarat,Mastercard,HDFC Bank,0,54,E-commerce,Jaipur
91102338,Mamooty Wadhwa,Reliance Digital,2024-06-05,12541,High,Account Takeover,Delhi,Mastercard,HDFC Bank,0,86,Apparel,Jaipur
65621079,Hiran Dhingra,Lifestyle,2024-04-04,23248,Low,Card Skimming,Uttar Pradesh,Rupay,HDFC Bank,0,90,Transportation,Mumbai
71221324,Krish Rama,Big Bazaar,2024-02-04,2156,Medium,Phishing,Maharashtra,Rupay,ICICI Bank,0,89,E-commerce,Ahmedabad
91713852,Taran Mane,Flipkart,2024-05-21,12799,Low,Card Not Present,Telangana,Rupay,Federal Bank,0,84,Electronics,Jaipur
13851101,Ivana Ray,Myntra,2024-02-06,16475,High,Phishing,Telangana,Amex,Bank of Baroda,0,46,Electronics,Kolkata
50902245,Yuvraj  Choudhury,Reliance Digital,2024-03-20,3482,Critical,Identity Theft,Uttar Pradesh,Amex,ICICI Bank,0,51,Transportation,Chennai
36905292,Parinaaz Sethi,Big Bazaar,2024-01-25,15347,Low,Card Skimming,Delhi,Amex,Axis Bank,0,50,Apparel,Lucknow
70408964,Dharmajan Jaggi,Tata Cliq,2024-01-20,3959,Critical,Card Skimming,Telangana,Rupay,Federal Bank,0,52,Apparel,Delhi
19245784,Advika Wason,Amazon India,2024-03-27,14491,Low,Card Skimming,Uttar Pradesh,Rupay,HDFC Bank,0,11,Food Delivery,Chennai
73157031,Shayak Dugar,Reliance Digital,2024-01-16,1388,Critical,Card Skimming,Delhi,Mastercard,ICICI Bank,0,67,Food Delivery,Lucknow
